day,travel_km,electricity,fuel,co2
1,28.02122217911507,14.992921490145923,4.331981350964317,29.97762459944659
2,35.75719400719845,13.686360387182788,0.7494626059450633,19.980698986484914
3,19.49078343308343,1.0862109288114121,2.076224396887453,8.013019433826415
4,13.21016253998612,4.890415981899036,2.4547452189811314,9.800615924137544
5,13.561745130258233,12.461266216939615,2.9513150413835354,22.846099500089945
6,31.590964651827633,2.7495157215958033,2.264446115906273,13.818669235885796
7,2.232102373509484,9.379032669697082,2.673202578912877,14.59465744834317
8,14.452584078029252,7.78024496104704,1.412287545017635,14.735282467937289
9,33.355957058330226,7.969778915423109,2.7147274596310935,18.562281207073305
10,38.89467819158848,10.29034534678303,1.6333031540627987,24.982409552594323
11,45.12304962226324,9.564038446680673,3.7545168822257162,25.456625875771838
12,24.97922675869706,2.3934061246815075,1.9833110630736213,11.520560220896158
13,43.512280945234636,12.657658218399291,0.4199541823915485,15.700207724770399
14,11.635868255170207,6.585362012774829,4.633400568265388,18.107432703645756
15,41.83688908969057,1.3083101794948029,4.064536300192748,18.619109716131828
16,31.39079609175458,14.223780811039003,0.8108243975257979,19.29446529483233
17,2.08050057062143,10.690099768219842,1.8113295024384752,13.909866986195077
18,36.15389543410605,7.365410606331298,1.3427861791084024,19.81043247869907
19,44.140364795942716,8.443395112046938,0.4057109649599223,17.0883180208534
20,45.71898163066034,4.019639516318991,3.187729960850483,19.754767129352263
21,32.797473629870225,11.55405193677963,3.3231555300283984,24.68537335264514
22,38.34478809194106,3.8301625952280647,4.928124898814595,21.19328240804409
23,22.228703395983914,5.886190504946651,3.7907590799409863,18.45923676784756
24,10.91725946323121,13.619587863401604,4.033844492940628,24.162536720918503
25,10.046715380495984,12.977422437889802,0.39330173675310204,14.024746557484313
26,18.234766285119157,10.886705519256878,1.9117480626507417,18.98987532276344
27,45.9668900226653,7.93296411394486,0.8034474755911004,19.616792797802177
28,44.847354967280516,6.738169760934597,3.026532541550931,20.339151694011335
29,38.21362949438115,6.074474634429091,4.997426200259382,23.06740978107568
30,37.49035688995875,1.0275670428177825,3.0530666787573537,12.678380984016778
31,41.61973927728878,1.376917456959102,1.9821512165426223,14.336383362152525
32,9.549375387137498,2.475539437130956,3.3601518738739498,9.682927539362181
33,47.227695639931056,3.7026560079658632,0.6912165062930159,15.51226238404305
34,3.2552639927554576,11.83417682527429,1.1020989159719874,13.257222484259623
35,7.273121251128552,13.830176519682563,0.7818118357489853,13.081350229962247
36,49.958233530365234,8.731372210249255,1.0322482556701267,23.907989026504783
